	bin_name	genome_name	gene_callers_id	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index	COG20_FUNCTION_ACC	COG20_FUNCTION	Pfam_ACC	Pfam	KEGG_Module_ACC	KEGG_Module	KEGG_BRITE_ACC	KEGG_BRITE	COG20_PATHWAY_ACC	COG20_PATHWAY	COG20_CATEGORY_ACC	COG20_CAT_ACC	COG20_CATEGORY	KOfam_ACC	KOfam	KEGG_Class_ACC	KEGG_Class
GC_00000340	EVERYTHING	ASM1913465v1	109	82	82	1	1	0.998978512	1	0.999488995	COG0238	Ribosomal protein S18 (RpsR) (PDB:4V4H)	PF01084.25	Ribosomal protein S18	ND	ND	ko00001|ko03011|ko03011	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]|Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Small subunit|Ribosome>>>Ribosomal proteins>>>Bacteria>>>Small subunit	COG0238	Ribosome 30S subunit	J	J	"Translation, ribosomal structure and biogenesis"	K02963	small subunit ribosomal protein S18	ND	ND
GC_00000341	EVERYTHING	ASM1913465v1	618	82	82	1	1	0.99911079	0.911580222	0.953340577	COG3010	Putative N-acetylmannosamine-6-phosphate epimerase (NanE) (PDB:1Y0E)	PF04131.19	Putative N-acetylmannosamine-6-phosphate epimerase	ND	ND	ko00001|ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]|Enzymes>>>5. Isomerases>>>5.1  Racemases and epimerases>>>5.1.3  Acting on carbohydrates and derivatives>>>5.1.3.9  N-acylglucosamine-6-phosphate 2-epimerase	ND	ND	G	G	Carbohydrate transport and metabolism	K01788	N-acylglucosamine-6-phosphate 2-epimerase [EC:5.1.3.9]	ND	ND
GC_00000342	EVERYTHING	ASM1913465v1	628	82	82	1	1	0.999004906	0.997166383	0.998084798	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000343	EVERYTHING	ASM1913465v1	668	82	82	1	1	0.997676343	0.990459667	0.994054907	COG0228	Ribosomal protein S16 (RpsP) (PDB:4V4H)	PF00886.24	Ribosomal protein S16	ND	ND	ko00001|ko03011|ko03011|ko03029	"KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]|Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Small subunit|Ribosome>>>Ribosomal proteins>>>Bacteria>>>Small subunit|Mitochondrial biogenesis>>>Mitochondrial DNA transcription, translation, and replication factors>>>Mitochondrial transcription and translation factors>>>Other mitochondrial DNA transcription and translation factors"	COG0228	Ribosome 30S subunit	J	J	"Translation, ribosomal structure and biogenesis"	K02959	small subunit ribosomal protein S16	ND	ND
GC_00000344	EVERYTHING	ASM1913465v1	99	82	82	1	1	0.998628937	1	0.999313998	COG2236	Hypoxanthine phosphoribosyltransferase (Hpt1) (PDB:2JKZ)	PF00156.32	Phosphoribosyl transferase domain	ND	ND	ko00001|ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]|Enzymes>>>2. Transferases>>>2.4  Glycosyltransferases>>>2.4.2  Pentosyltransferases>>>2.4.2.22  xanthine phosphoribosyltransferase	COG2236	Purine salvage	H	H	Coenzyme transport and metabolism	K07101	uncharacterized protein	ND	ND
GC_00000345	EVERYTHING	ASM1913465v1	752	82	82	1	1	0.99796969	1	0.998983813	COG1057	Nicotinate-nucleotide adenylyltransferase NadD (NadD) (PDB:1YUM)	PF01467.31	Cytidylyltransferase-like	M00115|M00912	"NAD biosynthesis, aspartate => quinolinate => NAD|NAD biosynthesis, tryptophan => quinolinate => NAD"	ko00001|ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]|Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.18  nicotinate-nucleotide adenylyltransferase	COG1057	NAD biosynthesis	H	H	Coenzyme transport and metabolism	K00969	nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]	M00115|M00912	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism|Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
GC_00000346	EVERYTHING	ASM1913465v1	70	82	82	1	1	0.999361077	1	0.999680436	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000347	EVERYTHING	ASM1913465v1	446	82	82	1	1	0.998968934	0.998761947	0.998865429	COG1934	Lipopolysaccharide export system protein LptA (LptA) (PDB:2R19)	PF03968.19	LptA/(LptD N-terminal domain) LPS transport protein	ND	ND	ko02000	Transporters>>>Other transporters>>>Pores ion channels [TC:1]	ND	ND	M	M	Cell wall/membrane/envelope biogenesis	K09774	lipopolysaccharide export system protein LptA	ND	ND
GC_00000348	EVERYTHING	ASM1913465v1	666	82	82	1	1	0.999452452	1	0.999726151	COG1940	"Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain (NagC) (PDB:1WOQ)"	PF00480.25	ROK family	ND	ND	ND	ND	ND	ND	G|K	G	Carbohydrate transport and metabolism|Transcription	ND	ND	ND	ND
GC_00000349	EVERYTHING	ASM1913465v1	763	82	82	1	1	0.998718029	1	0.999358603	COG0125	Thymidylate kinase (Tmk) (PDB:3LV8)	PF02223.22	Thymidylate kinase	M00938	"Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP"	ko00001|ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]|Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.4  Phosphotransferases with a phosphate group as acceptor>>>2.7.4.9  dTMP kinase	COG0125	Thymidylate biosynthesis	F	F	Nucleotide transport and metabolism	K00943	dTMP kinase [EC:2.7.4.9]	M00938	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism
GC_00000350	EVERYTHING	ASM1913465v1	519	82	82	1	1	0.999230157	1	0.99961493	COG0462	Phosphoribosylpyrophosphate synthetase (PrsA) (PDB:1DKR)	PF13793.11	N-terminal domain of ribose phosphate pyrophosphokinase	M00005	"PRPP biosynthesis, ribose 5P => PRPP"	ko00001|ko00001|ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00030 Pentose phosphate pathway [PATH:ko00030]|KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]|Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.6  Diphosphotransferases>>>2.7.6.1  ribose-phosphate diphosphokinase	COG0462	"Histidine biosynthesis, Purine biosynthesis"	F	F	Nucleotide transport and metabolism	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	M00005	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism
GC_00000351	EVERYTHING	ASM1913465v1	355	82	82	1	1	0.997180874	1	0.998588447	COG1264	Phosphotransferase system IIB components (PtsG2) (PDB:1IBA)	ND	ND	ND	ND	ND	ND	ND	ND	G	G	Carbohydrate transport and metabolism	ND	ND	ND	ND
GC_00000352	EVERYTHING	ASM1913465v1	147	82	82	1	1	0.998212104	1	0.999105252	COG0605	Superoxide dismutase (SodA) (PDB:1AP5)	PF02777.23	"Iron/manganese superoxide dismutases, C-terminal domain"	ND	ND	ko00001|ko00001|ko00001|ko01000	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>04013 MAPK signaling pathway - fly [PATH:ko04013]|KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>04068 FoxO signaling pathway [PATH:ko04068]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09141 Transport and catabolism>>>04146 Peroxisome [PATH:ko04146]|Enzymes>>>1. Oxidoreductases>>>1.15  Acting on superoxide as acceptor>>>1.15.1  Acting on superoxide as acceptor (only sub-subclass identified to date)>>>1.15.1.1  superoxide dismutase	ND	ND	P	P	Inorganic ion transport and metabolism	K04564	"superoxide dismutase, Fe-Mn family [EC:1.15.1.1]"	ND	ND
GC_00000353	EVERYTHING	ASM1913465v1	559	82	82	1	1	0.999093719	1	0.999546654	COG0534	"Na+-driven multidrug efflux pump, DinF/NorM/MATE family (NorM) (PDB:3VVN) (PUBMED:29915058)"	PF01554.23	MatE	ND	ND	ko03036|ko04515	Chromosome and associated proteins>>>Eukaryotic type>>>Centrosome formation proteins>>>Other centriole associated proteins|Cell adhesion molecules>>>Cadherins>>>Major cadherins	ND	ND	V	V	Defense mechanisms	K03327	"multidrug resistance protein, MATE family"	ND	ND
GC_00000354	EVERYTHING	ASM1913465v1	34	82	82	1	1	0.998122663	1	0.999060449	ND	ND	PF05628.17	Borrelia membrane protein P13	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000355	EVERYTHING	ASM1913465v1	556	82	82	1	1	0.999487755	1	0.999743812	COG1200	RecG-like helicase (RecG) (PDB:1GM5)	PF00270.34	DEAD/DEAH box helicase	ND	ND	ko00001|ko01000|ko03400	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03440 Homologous recombination [PATH:ko03440]|Enzymes>>>5. Isomerases>>>5.6  Isomerases altering macromolecular conformation>>>5.6.2  Enzymes altering nucleic acid conformation>>>5.6.2.4  DNA 3'-5' helicase|DNA repair and recombination proteins>>>Prokaryotic type>>>DSBR (double strand breaks repair)>>>HR (homologous recombination)>>>RecFOR pathway proteins	ND	ND	L	L	"Replication, recombination and repair"	K03655	ATP-dependent DNA helicase RecG [EC:5.6.2.4]	ND	ND
GC_00000356	EVERYTHING	ASM1913465v1	453	82	82	1	1	0.999261906	1	0.999630817	COG0766	UDP-N-acetylglucosamine enolpyruvyl transferase (MurA) (PDB:1A2N)	PF00275.25	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)	ND	ND	ko00001|ko00001|ko01000|ko01011	"KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]|KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00550 Peptidoglycan biosynthesis [PATH:ko00550]|Enzymes>>>2. Transferases>>>2.5  Transferring alkyl or aryl groups, other than methyl groups>>>2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)>>>2.5.1.7  UDP-N-acetylglucosamine 1-carboxyvinyltransferase|Peptidoglycan biosynthesis and degradation proteins>>>Precursor biosynthesis>>>Transferase/Dehydrogenase"	COG0766	Mureine biosynthesis	M	M	Cell wall/membrane/envelope biogenesis	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	ND	ND
GC_00000357	EVERYTHING	ASM1913465v1	472	82	82	1	1	0.991374145	1	0.995668391	COG0096	Ribosomal protein S8 (RpsH) (PDB:4V4H)	PF00410.24	Ribosomal protein S8	ND	ND	ko00001|ko03011|ko03011	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]|Ribosome>>>Ribosomal proteins>>>Bacteria>>>Small subunit|Ribosome>>>Ribosomal proteins>>>Archaea>>>Small subunit	COG0096	Ribosome 30S subunit	J	J	"Translation, ribosomal structure and biogenesis"	K02994	small subunit ribosomal protein S8	ND	ND
GC_00000358	EVERYTHING	ASM1913465v1	797	82	82	1	1	0.999555431	1	0.999777666	COG0550|COG1754	DNA topoisomerase IA (TopA) (PDB:1CY0)|Uncharacterized C-terminal domain of topoisomerase IA	PF01131.25	DNA topoisomerase	ND	ND	ko01000|ko03032|ko03400	Enzymes>>>5. Isomerases>>>5.6  Isomerases altering macromolecular conformation>>>5.6.2  Enzymes altering nucleic acid conformation>>>5.6.2.1  DNA topoisomerase|DNA replication proteins>>>Prokaryotic type>>>DNA Topoisomerases|DNA repair and recombination proteins>>>Prokaryotic type>>>DSBR (double strand breaks repair)>>>NHEJ (non-homologous end-joining)>>>SHIIR (short-homology-independent illegitimate recombination)>>>Facilitator	ND	ND	L|S	L	"Replication, recombination and repair|Function unknown"	K03168	DNA topoisomerase I [EC:5.6.2.1]	ND	ND
GC_00000359	EVERYTHING	ASM1913465v1	258	82	82	1	1	0.99923126	1	0.999615482	ND	ND	PF19610.4	Family of unknown function (DUF6115)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000360	EVERYTHING	ASM1913465v1	80	82	82	1	1	0.998094371	1	0.999046277	COG0520	Selenocysteine lyase/Cysteine desulfurase (CsdA) (PDB:4LW2)	PF00266.24	Aminotransferase class-V	ND	ND	ND	ND	ND	ND	E	E	Amino acid transport and metabolism	ND	ND	ND	ND
GC_00000361	EVERYTHING	ASM1913465v1	672	82	82	1	1	0.995984316	1	0.997988118	COG0335	Ribosomal protein L19 (RplS) (PDB:1VS6) (PUBMED:27941785)	PF01245.25	Ribosomal protein L19	ND	ND	ko00001|ko03011|ko03011	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]|Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Large subunit|Ribosome>>>Ribosomal proteins>>>Bacteria>>>Large subunit	COG0335	Ribosome 50S subunit	J	J	"Translation, ribosomal structure and biogenesis"	K02884	large subunit ribosomal protein L19	ND	ND
GC_00000362	EVERYTHING	ASM1913465v1	302	82	82	1	1	0.998819471	0.973602928	0.986050008	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000363	EVERYTHING	ASM1913465v1	322	82	82	1	1	0.998928989	1	0.999464207	COG1173	"ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)"	PF00528.27	Binding-protein-dependent transport system inner membrane component	ND	ND	ko00001|ko00001|ko02000	"KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]|Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Oligopeptide transporter"	ND	ND	E|P	E	Amino acid transport and metabolism|Inorganic ion transport and metabolism	K15582	oligopeptide transport system permease protein	ND	ND
GC_00000364	EVERYTHING	ASM1913465v1	231	82	82	1	1	0.999057842	1	0.999528699	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000365	EVERYTHING	ASM1913465v1	328	82	82	1	1	0.997498278	1	0.998747572	COG0102	Ribosomal protein L13 (RplM) (PDB:1VS6)	PF00572.23	Ribosomal protein L13	ND	ND	ko00001|ko03011|ko03011|ko03011	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]|Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Large subunit|Ribosome>>>Ribosomal proteins>>>Bacteria>>>Large subunit|Ribosome>>>Ribosomal proteins>>>Archaea>>>Large subunit	COG0102	Ribosome 50S subunit	J	J	"Translation, ribosomal structure and biogenesis"	K02871	large subunit ribosomal protein L13	ND	ND
GC_00000366	EVERYTHING	ASM1913465v1	683	82	82	1	1	0.999331282	1	0.999665529	COG0568	"DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32) (RpoD) (PDB:1SIG)"	PF04539.21	Sigma-70 region 3	ND	ND	ND	ND	COG0568	RNA polymerase	K	K	Transcription	ND	ND	ND	ND
GC_00000367	EVERYTHING	ASM1913465v1	484	82	82	1	1	0.999754385	1	0.999877178	COG1418	"HD superfamily phosphodieaserase, includes HD domain of RNase Y (RnaY) (PDB:3DTO) (PUBMED:19779461)"	PF12072.13	RNase Y N-terminal region	ND	ND	ko00001|ko01000|ko03019	"KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09123 Folding, sorting and degradation>>>03018 RNA degradation [PATH:ko03018]|Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.->>>3.1.-.-|Messenger RNA biogenesis>>>Prokaryotic type>>>Bacterial mRNA degradation factors>>>RNA degradosome components>>>Ribonucreases"	ND	ND	J|R	J	"Translation, ribosomal structure and biogenesis|General function prediction only"	K18682	ribonucrease Y [EC:3.1.-.-]	ND	ND
GC_00000368	EVERYTHING	ASM1913465v1	308	82	82	1	1	0.998025905	1	0.999011977	COG1079	"ABC-type guanosine uptake system NupNOPQ, permease subunit NupQ (NupQ) (PUBMED:21926227)"	ND	ND	ND	ND	ND	ND	ND	ND	F	F	Nucleotide transport and metabolism	ND	ND	ND	ND
GC_00000369	EVERYTHING	ASM1913465v1	434	82	82	1	1	0.999089847	1	0.999544716	COG0668	Small-conductance mechanosensitive channel (MscS) (PDB:2OAU)	PF00924.23	"Mechanosensitive ion channel, beta-domain"	ND	ND	ND	ND	ND	ND	M	M	Cell wall/membrane/envelope biogenesis	ND	ND	ND	ND
GC_00000370	EVERYTHING	ASM1913465v1	85	82	82	1	1	0.998275748	0.990895802	0.994572085	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000371	EVERYTHING	ASM1913465v1	480	82	82	1	1	0.999112717	1	0.999556162	COG0099	Ribosomal protein S13 (RpsM) (PDB:4V4H)	PF00416.27	Ribosomal protein S13/S18	ND	ND	ko00001|ko03011|ko03011	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]|Ribosome>>>Ribosomal proteins>>>Bacteria>>>Small subunit|Ribosome>>>Ribosomal proteins>>>Archaea>>>Small subunit	COG0099	Ribosome 30S subunit	J	J	"Translation, ribosomal structure and biogenesis"	K02952	small subunit ribosomal protein S13	ND	ND
GC_00000372	EVERYTHING	ASM1913465v1	487	82	82	1	1	0.999099857	1	0.999549726	COG5401	Spore germination protein GerM (GerM) (PDB:6GZB)	PF10646.14	Sporulation and spore germination	ND	ND	ko00001|ko00001|ko02035	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02030 Bacterial chemotaxis [PATH:ko02030]|Bacterial motility proteins>>>Flagellar system>>>Chemotaxis proteins>>>MCPs	ND	ND	D	D	"Cell cycle control, cell division, chromosome partitioning"	K06298	germination protein M	ND	ND
GC_00000373	EVERYTHING	ASM1913465v1	811	82	82	1	1	0.996424923	0.9744889	0.985334839	COG2235	Arginine deiminase (ArcA) (PDB:2A9G)	PF02274.22	Arginine deiminase	ND	ND	ko00001|ko01000	"KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]|Enzymes>>>3. Hydrolases>>>3.5  Acting on carbon-nitrogen bonds, other than peptide bonds>>>3.5.3  In linear amidines>>>3.5.3.6  arginine deiminase"	ND	ND	E	E	Amino acid transport and metabolism	K01478	arginine deiminase [EC:3.5.3.6]	ND	ND
GC_00000374	EVERYTHING	ASM1913465v1	454	82	82	1	1	0.999518925	1	0.999759405	COG0534	"Na+-driven multidrug efflux pump, DinF/NorM/MATE family (NorM) (PDB:3VVN) (PUBMED:29915058)"	PF01554.23	MatE	ND	ND	ko02000	Transporters>>>Solute carrier family (SLC)>>>SLC47: Multidrug and Toxin Extrusion (MATE) family	ND	ND	V	V	Defense mechanisms	K03327	"multidrug resistance protein, MATE family"	ND	ND
GC_00000375	EVERYTHING	ASM1913465v1	284	82	82	1	1	0.999415235	1	0.999707532	COG1766	Flagellar biosynthesis/type III secretory pathway M-ring protein FliF/YscJ (FliF) (PDB:6SCN)	PF01514.22	Secretory protein of YscJ/FliF family	ND	ND	ko00001|ko02044|ko02035	"KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02040 Flagellar assembly [PATH:ko02040]|Secretion system>>>Type III secretion system>>>Flagellar export apparatus|Bacterial motility proteins>>>Flagellar system>>>Flagellar assembly proteins>>>M, S, P and L rings"	ND	ND	N|U	N	"Cell motility|Intracellular trafficking, secretion, and vesicular transport"	K02409	flagellar M-ring protein FliF	ND	ND
GC_00000376	EVERYTHING	ASM1913465v1	680	82	82	1	1	0.998781473	1	0.999390365	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000377	EVERYTHING	ASM1913465v1	29	82	82	1	1	0.996110206	0.913351091	0.952937192	COG1671	"Uncharacterized conserved protein YaiI, UPF0178 family (YaiI)"	PF02639.19	"Uncharacterized BCR, YaiI/YqxD family COG1671"	ND	ND	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown	ND	ND	S	S	Function unknown	K09768	uncharacterized protein	ND	ND
GC_00000378	EVERYTHING	ASM1913465v1	272	82	82	1	1	0.999376908	1	0.999688357	COG1580	Flagellar basal body-associated protein FliL (FliL)	PF03748.19	Flagellar basal body-associated protein FliL	ND	ND	ko00001|ko02035	"KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02040 Flagellar assembly [PATH:ko02040]|Bacterial motility proteins>>>Flagellar system>>>Flagellar assembly proteins>>>M, S, P and L rings"	ND	ND	N	N	Cell motility	K02415	flagellar protein FliL	ND	ND
GC_00000379	EVERYTHING	ASM1913465v1	495	82	82	1	1	0.99590191	1	0.997946748	COG0566	tRNA G18 (ribose-2'-O)-methylase SpoU (SpoU) (PDB:1GZ0)	PF00588.24	SpoU rRNA Methylase family	ND	ND	ko01000|ko03009	Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.185  23S rRNA (guanosine2251-2'-O)-methyltransferase|Ribosome biogenesis>>>Prokaryotic type>>>rRNA modification factors>>>23S rRNA modification factors	COG0566	tRNA modification	J	J	"Translation, ribosomal structure and biogenesis"	K03218	23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]	ND	ND
GC_00000380	EVERYTHING	ASM1913465v1	649	82	82	1	1	0.999141073	1	0.999570352	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000381	EVERYTHING	ASM1913465v1	125	82	82	1	1	0.997331089	1	0.998663761	COG1187	"Pseudouridylate synthase RsuA, specific for 16S rRNA U516  and 23S rRNA U2605 (RsuA) (PDB:1KSK)"	PF00849.27	RNA pseudouridylate synthase	ND	ND	ND	ND	COG1187	16S rRNA modification	J	J	"Translation, ribosomal structure and biogenesis"	ND	ND	ND	ND
GC_00000382	EVERYTHING	ASM1913465v1	530	82	82	1	1	0.998078772	0.987376185	0.992698633	COG2080	"Aldehyde, CO, or xanthine dehydrogenase, Fe-S subunit, CoxS/CutS family (CutS) (PDB:1FFU) (PUBMED:21175741)"	ND	ND	ND	ND	ND	ND	COG2080	Non-phosphorylated Entner-Doudoroff pathway	C	C	Energy production and conversion	ND	ND	ND	ND
